Unique Response Number,Q1,Q2,Q2_Other,Q3,Q3_Other,Q4,Q4_Other,Q5,Q5_Other,Q6,Q6_Other,Q7,Q7_Other,Q8,Q8_Other,Q9,Q9_Other,Q10,Q10_Other,Q11,Q11_Other,Q12,Q12_a,Q12_a_Other,Q12_b,Q12_b_Other,Q12_c,Q12_c_Other,Q12_d,Q12_d_Other,Q12_e,Q12_e_Other,Q12_f,Q12_f_Other,Q12_g,Q12_g_Other,Q12_h,Q12_h_Other,Q12_i,Q12_i_Other,Q12_j,Q12_j_Other,Q12_k,Q12_k_Other,Q12_l,Q12_l_Other,Q12_m,Q12_m_Other,Q13,Q13_a,Q13_a_Other,Q13_b,Q13_b_Other,Q13_c,Q13_c_Other,Q13_d,Q13_d_Other,Q13_e,Q13_e_Other,Q13_f,Q13_f_Other,Q13_g,Q13_g_Other,Q13_h,Q13_h_Other,Q13_i,Q13_i_Other,Q13_j,Q13_j_Other,Q13_k,Q13_k_Other,Q14,Q14_a_1,Q14_a_2,Q14_a_3,Q14_a_Other,Q14_b_1,Q14_b_2,Q14_b_3,Q14_b_Other,Q14_c_1,Q14_c_2,Q14_c_3,Q14_c_Other,Q14_d_1,Q14_d_2,Q14_d_3,Q14_d_Other,Q14_e_1,Q14_e_2,Q14_e_3,Q14_e_Other,Q14_f_1,Q14_f_2,Q14_f_3,Q14_f_Other,Q14_g_1,Q14_g_2,Q14_g_3,Q14_g_Other,Q14_h_1,Q14_h_2,Q14_h_3,Q14_h_Other,Q14_i_1,Q14_i_2,Q14_i_3,Q14_i_Other,Q14_j_1,Q14_j_2,Q14_j_3,Q14_j_Other,Q15,Q15_a,Q15_a_Other,Q15_b,Q15_b_Other,Q15_c,Q15_c_Other,Q15_d,Q15_d_Other,Q15_e,Q15_e_Other,Q15_f,Q15_f_Other,Q15_g,Q15_g_Other,Q15_h,Q15_h_Other,Q15_i,Q15_i_Other,Q15_j,Q15_j_Other,Q15_k,Q15_k_Other,Q15_l,Q15_l_Other,Q15_m,Q15_m_Other,Q15_n,Q15_n_Other,Q15_o,Q15_o_Other,Q15_p,Q15_p_Other,Q15_q,Q15_q_Other,Q15_r,Q15_r_Other,Q15_s,Q15_s_Other,Q15_t,Q15_t_Other,Q15_u,Q15_u_Other,Q15_v,Q15_v_Other,Q15_w,Q15_w_Other,Q15_x,Q15_x_Other,Q15_y,Q15_y_Other,Q15_z,Q15_z_Other,Q16,Q16_a_1,Q16_a_2,Q16_a_3,Q16_a_4,Q16_a_5,Q16_a_6,Q16_a_7,Q16_a_Other,Q16_b_1,Q16_b_2,Q16_b_3,Q16_b_4,Q16_b_5,Q16_b_6,Q16_b_7,Q16_b_Other,Q16_c_1,Q16_c_2,Q16_c_3,Q16_c_4,Q16_c_5,Q16_c_6,Q16_c_7,Q16_c_Other,Q16_d_1,Q16_d_2,Q16_d_3,Q16_d_4,Q16_d_5,Q16_d_6,Q16_d_7,Q16_d_Other,Q16_e_1,Q16_e_2,Q16_e_3,Q16_e_4,Q16_e_5,Q16_e_6,Q16_e_7,Q16_e_Other,Q16_f_1,Q16_f_2,Q16_f_3,Q16_f_4,Q16_f_5,Q16_f_6,Q16_f_7,Q16_f_Other,Q17,Q17_a,Q17_a_Other,Q17_b,Q17_b_Other,Q17_c,Q17_c_Other,Q17_d,Q17_d_Other,Q17_e,Q17_e_Other,Q18,Q18_Other,Q19,Q19_Other,Q20,Q20_Other,Q21,Q21_Other,Q22,Q22_Other,Date
10732265,34,1,,4,,1,,4,,6,,1,,,,2,,,,1,,,2,,2,,3,,2,,2,,2,,3,,4,,2,,4,,3,,6,,5,,,3,,5,,4,,4,,3,,3,,3,,5,,5,,5,,5,,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,2,,3,,3,,4,,5,,5,,3,,3,,2,,2,,2,,3,,3,,3,,2,,2,,2,,2,,2,,2,,4,,2,,3,,2,,3,,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,,,3,,4,,3,,2,,2,,2,,4,,2,,2,,3,,30/01/2013
10732295,40,2,,3,,1,,2,,6,,2,,1,,2,,,,1,,,1,,2,,3,,5,,2,,2,,2,,2,,5,,5,,5,,5,,3,,,5,,5,,4,,5,,5,,4,,4,,4,,5,,5,,5,,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,2,,2,,2,,2,,2,,2,,,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,4,,1,,2,,2,,2,,2,,4,,2,,2,,3,,30/01/2013
10732333,54,1,,2,,1,,6,,8,,2,,1,,1,,3,,1,,,2,,2,,2,,3,,1,,1,,2,,1,,6,,6,,5,,5,,6,,,5,,5,,4,,5,,4,,4,,3,,4,,5,,5,,3,,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,2,,2,,3,,4,,5,,1,,3,,2,,3,,3,,2,,1,,1,,1,,2,,1,,2,,1,,2,,3,,1,,2,,1,,2,,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,,2,,3,,2,,2,,1,,2,,5,,5,,4,,3,,30/01/2013
10732364,56,2,,4,,1,,1,,6,,2,,1,,1,,6,,1,,,1,,2,,3,,3,,2,,2,,2,,3,,5,,5,,5,,6,,7,,,5,,5,,5,,5,,5,,4,,4,,5,,5,,5,,5,,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,4,,2,,1,,3,,4,,5,,5,,1,,4,,2,,3,,3,,5,,1,,1,,1,,4,,1,,3,,1,,2,,4,,2,,3,,2,,2,,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,4,,3,,2,,3,,1,,2,,5,,3,,4,,4,,30/01/2013
10732594,45,1,,3,,1,,1,,6,,2,,2,,1,,2,,1,,,1,,2,,2,,5,,2,,2,,2,,2,,5,,5,,6,,7,,6,,,4,,5,,4,,5,,3,,4,,2,,4,,5,,5,,4,,,0,0,0,,0,1,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,2,,2,,2,,4,,4,,1,,2,,1,,1,,1,,2,,1,,1,,1,,1,,1,,2,,1,,2,,3,,1,,1,,2,,1,,,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,,,3,,3,,3,,3,,1,,2,,5,,4,,3,,3,,30/01/2013
10732757,52,2,,4,,1,,2,,8,,2,,2,,2,,,,1,,,1,,2,,2,,5,,2,,2,,2,,2,,5,,4,,4,,4,,3,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,,1,,1,,2,,2,,2,,2,,3,,1,,4,,1,,1,,1,,1,,1,,1,,1,,2,,1,,2,,1,,1,,2,,1,,2,,2,,2,,,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,,3,,2,,2,,2,,1,,2,,4,,3,,,,3,,30/01/2013
10732774,58,2,,3,,1,,1,,8,,2,,2,,1,,2,,1,,,1,,1,,2,,5,,2,,2,,3,,2,,6,,6,,6,,2,,3,,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,3,,2,,2,,3,,3,,1,,4,,2,,3,,2,,5,,1,,2,,2,,2,,2,,2,,2,,2,,3,,2,,2,,2,,1,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,3,,2,,3,,2,,1,,2,,4,,2,,3,,4,,30/01/2013
10732977,46,2,,2,,1,,3,,7,,2,,2,,2,,,,1,,,2,,2,,2,,3,,2,,3,,3,,2,,6,,6,,6,,5,,4,,,2,,5,,4,,5,,4,,5,,5,,5,,5,,4,,4,,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,3,,3,,4,,4,,2,,4,,3,,3,,2,,5,,2,,2,,2,,3,,2,,4,,2,,3,,3,,2,,2,,2,,2,,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,,4,,2,,2,,2,,3,,2,,4,,7,Is probably the same as it always was but more visable these days.,3,,3,,30/01/2013
10733050,27,1,,4,,1,,1,,5,,2,,2,,1,,3,,1,,,1,,3,,4,,6,,6,,6,,4,,2,,4,,4,,4,,1,,1,,,5,,5,,5,,3,,5,,3,,2,,5,,5,,5,,4,,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,4,,4,,4,,3,,3,,1,,5,,1,,4,,5,,5,,1,,2,,3,,5,,1,,4,,3,,4,,2,,1,,4,,3,,1,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,4,,4,,2,,4,,1,,2,,4,,6,,3,,3,,30/01/2013
10733051,51,1,,2,,1,,1,,8,,2,,1,,1,,3,,1,,,2,,3,,3,,5,,2,,2,,3,,2,,4,,4,,4,,6,,6,,,2,,3,,4,,4,,4,,3,,3,,3,,,,5,,4,,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,3,,2,,2,,2,,2,,1,,3,,1,,1,,1,,2,,1,,2,,2,,3,,1,,2,,1,,1,,2,,1,,2,,2,,1,,,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,,3,,2,,2,,2,,1,,1,,4,,3,,2,,2,,30/01/2013
10733225,31,1,,3,,1,,1,,6,,2,,2,,1,,3,,1,,,2,,3,,3,,2,,4,,4,,4,,3,,4,,4,,4,,5,,3,,,4,,4,,3,,4,,3,,2,,,,4,,4,,3,,3,,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,1,,1,,1,,4,,4,,2,,3,,1,,2,,2,,3,,2,,1,,1,,2,,2,,3,,2,,1,,4,,1,,2,,2,,3,,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,,,3,,2,,3,,2,,1,,1,,3,,2,,1,,1,,30/01/2013
10733325,56,2,,2,,1,,3,,8,,2,,2,,1,,4,,1,,,1,,2,,3,,6,,3,,2,,2,,2,,,,6,,6,,6,,2,,,4,,5,,5,,5,,4,,5,,5,,5,,5,,5,,5,,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,3,,1,,2,,3,,4,,3,,4,,2,,3,,2,,5,,2,,2,,2,,3,,1,,2,,1,,1,,2,,2,,3,,2,,2,,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,,3,,2,,3,,2,,2,,2,,4,,5,,3,,3,,30/01/2013
10733377,56,2,,4,,1,,2,,7,,2,,2,,1,,3,,1,,,1,,2,,2,,6,,2,,1,,2,,2,,6,,6,,,,5,,4,,,4,,4,,3,,5,,3,,3,,3,,3,,5,,5,,4,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,1,,2,,2,,3,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,1,,1,,2,,1,,1,,,,2,,1,,1,,2,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,2,,2,,3,,2,,2,,2,,4,,6,,5,,3,,30/01/2013
10733613,31,2,,6,Advanced GNVQ,2,,,,5,,2,,2,,1,,4,,1,,,2,,3,,4,,4,,3,,3,,3,,3,,5,,6,,6,,4,,4,,,3,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,1,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,2,,2,,2,,3,,3,,1,,5,,2,,2,,2,,5,,2,,2,,2,,3,,2,,1,,2,,2,,2,,2,,2,,2,,2,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,,3,,1,,2,,2,,1,,2,,5,,5,,3,,3,,30/01/2013
10734001,45,1,,6,professional qualifications in IT,1,,1,,7,,2,,2,,2,,,,3,left civil service to work independently but currently working back within a goverment dept,,1,,2,,3,,3,,3,,3,,3,,3,,4,,4,,4,,6,,6,,,2,,5,,5,,4,,,,3,,3,,3,,5,,5,,5,,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,2,,2,,4,,5,,1,,2,,1,,2,,2,,3,,1,,2,,2,,3,,2,,1,,2,,2,,2,,2,,2,,2,,1,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,,4,,3,,2,,3,,2,,2,,3,,3,,2,,2,,30/01/2013
10734139,46,1,,3,,1,,3,,7,,2,,1,,2,,,,1,,,2,,2,,2,,3,,4,,3,,3,,2,,2,,4,,4,,6,,6,,,2,,5,,5,,4,,4,,3,,3,,5,,5,,4,,4,,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,2,,2,,3,,3,,5,,4,,1,,5,,4,,4,,4,,4,,2,,2,,2,,2,,2,,3,,2,,3,,2,,2,,2,,2,,2,,,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,,3,,2,,1,,2,,1,,1,,4,,2,,2,,1,,30/01/2013
10734176,45,1,,3,,1,,4,,6,,2,,2,,2,,,,1,,,1,,2,,2,,3,,2,,2,,2,,1,,3,,4,,4,,3,,4,,,4,,5,,5,,5,,4,,4,,4,,5,,5,,4,,4,,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,1,,1,,1,,3,,5,,2,,5,,2,,3,,3,,3,,2,,1,,1,,1,,1,,2,,1,,1,,3,,2,,2,,1,,2,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,,,2,,1,,1,,1,,1,,2,,5,,4,,3,,4,,30/01/2013
10734184,52,2,,6,Professional Qualification - Institute of Internal Auditors,1,,5,,8,,2,,2,,1,,2,,2,,,1,,1,,1,,7,,1,,1,,1,,1,,6,,6,,6,,4,,3,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,2,,3,,3,,5,,5,,1,,5,,1,,2,,1,,5,,1,,1,,1,,1,,1,,2,,1,,1,,5,,1,,1,,1,,1,,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,,1,,3,,1,,2,,1,,2,,2,,3,,2,,2,,30/01/2013
10734248,52,2,,4,,1,,5,,7,,1,,,,1,,4,,1,,,2,,3,,2,,6,,2,,2,,2,,3,,5,,5,,5,,6,,4,,,4,,5,,5,,5,,5,,3,,4,,3,,4,,4,,3,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,2,,5,,3,,5,,5,,1,,4,,2,,2,,4,,5,,1,,3,,1,,3,,1,,2,,1,,1,,3,,1,,2,,2,,1,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,,3,,1,,3,,2,,1,,1,,7,varies despendent on culture in the organisation,3,,3,,3,,30/01/2013
10734359,36,2,,3,,1,,2,,6,,2,,2,,2,,,,2,,,2,,2,,2,,3,,4,,3,,3,,2,,6,,6,,6,,3,,6,,,2,,5,,4,,5,,4,,3,,2,,4,,4,,4,,4,,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,3,,1,,1,,2,,2,,2,,3,,2,,1,,3,,1,,2,,2,,3,,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,,3,,2,,3,,2,,1,,2,,4,,2,,2,,3,,30/01/2013
10734380,37,1,,6,I have an undergraduate degree and accountancy qualification,1,,5,,6,,2,,2,,1,,3,,1,,,1,,3,,3,,1,,3,,1,,1,,1,,1,,7,,7,,6,,1,,,2,,5,,2,,1,,1,,2,,2,,5,,5,,5,,5,,,1,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,1,,1,,1,,1,,5,,1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,3,,3,,2,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,,,4,,4,,2,,1,,1,,1,,5,,5,,4,,3,,30/01/2013
10734387,53,2,,3,,1,,6,,8,,2,,1,,2,,,,1,,,1,,1,,1,,2,,1,,1,,2,,1,,7,,7,,7,,3,,3,,,5,,5,,4,,5,,5,,5,,5,,5,,5,,5,,5,,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,1,,1,,2,,2,,4,,1,,5,,1,,1,,1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,4,,1,,1,,1,,1,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,,,3,,1,,,,3,,1,,2,,4,,4,,4,,3,,30/01/2013
10734419,35,1,,4,,1,,1,,5,,2,,1,,2,,,,1,,,1,,1,,1,,7,,3,,3,,2,,2,,1,,1,,1,,1,,7,,,4,,5,,5,,5,,5,,2,,2,,5,,5,,4,,4,,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,,2,,1,,2,,3,,3,,1,,2,,1,,4,,1,,1,,1,,2,,1,,1,,1,,1,,1,,4,,1,,1,,1,,1,,4,,2,,1,,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,,,4,,2,,2,,3,,1,,1,,2,,3,,2,,2,,30/01/2013
10734925,43,2,,4,,2,,,,5,,2,,1,,1,,5,,1,,,2,,2,,2,,4,,3,,3,,3,,2,,2,,5,,5,,3,,2,,,4,,5,,4,,3,,2,,2,,3,,4,,4,,4,,2,,,0,0,0,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,3,,3,,2,,2,,2,,2,,2,,2,,3,,3,,4,,2,,3,,3,,3,,2,,3,,2,,2,,2,,2,,2,,2,,2,,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,,,3,,2,,3,,3,,2,,2,,5,,2,,3,,3,,30/01/2013
10735007,55,1,,6,professional qualification: Member of Chartered Institute of Internal Auditors,1,,2,,8,,2,,1,,1,,2,,1,,,1,,2,,2,,6,,,,2,,3,,2,,6,,6,,6,,3,,3,,,4,,5,,4,,4,,4,,3,,4,,4,,5,,4,,4,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,,2,,4,,2,,3,,2,,4,,4,,5,,,,2,,2,,2,,5,,1,,2,,3,,3,,2,,3,,2,,2,,2,,2,,2,,3,,2,,,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,3,,2,,3,,3,,1,,2,,4,,5,,3,,5,,30/01/2013
10735026,49,1,,4,,1,,3,,6,,1,,,,1,,3,,1,,,1,,2,,2,,6,,2,,2,,2,,2,,6,,6,,6,,2,,2,,,3,,,,5,,5,,3,,5,,5,,5,,5,,5,,4,,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,2,,2,,3,,4,,1,,2,,2,,2,,2,,3,,1,,2,,2,,2,,1,,2,,2,,2,,2,,2,,2,,2,,1,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,,2,,3,,3,,3,,2,,2,,5,,4,,4,,4,,30/01/2013
10735059,40,1,,6,BA with Hons,1,,1,,4,,2,,2,,1,,3,,1,,,1,,2,,2,,6,,2,,2,,2,,2,,6,,6,,6,,3,,4,,,4,,5,,5,,4,,4,,3,,3,,4,,5,,4,,3,,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,1,,1,,2,,3,,3,,4,,4,,1,,4,,1,,2,,1,,4,,1,,1,,2,,2,,2,,2,,1,,2,,3,,1,,2,,1,,2,,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,3,,2,,4,,3,,1,,2,,4,,4,,3,,3,,30/01/2013
10735106,41,2,,4,,1,,3,,5,,1,,1,,2,,,,1,,,1,,1,,2,,3,,2,,2,,2,,1,,4,,4,,4,,5,,6,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,2,,2,,4,,4,,2,,4,,2,,2,,2,,5,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,,,1,,3,,3,,2,,1,,2,,3,,5,,3,,2,,30/01/2013
10735277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,30/01/2013
10735458,48,1,,2,,1,,6,,7,,2,,2,,1,,4,,1,,,1,,2,,2,,2,,2,,2,,3,,2,,6,,6,,6,,5,,4,,,5,,5,,5,,5,,4,,4,,4,,5,,5,,5,,5,,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,3,,3,,3,,5,,5,,1,,5,,3,,3,,2,,5,,2,,2,,2,,3,,2,,3,,2,,5,,5,,1,,2,,2,,3,,,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,,,4,,2,,2,,2,,2,,1,,4,,3,,3,,3,,30/01/2013
10735618,53,1,,6,ONC in Business Studies,1,,3,,8,,1,,,,2,,,,1,,,1,,2,,1,,5,,2,,2,,2,,2,,6,,6,,6,,5,,7,,,4,,5,,4,,5,,5,,5,,5,,4,,5,,5,,5,,,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,2,,2,,2,,2,,2,,3,,4,,1,,4,,2,,2,,2,,3,,2,,2,,1,,2,,1,,3,,2,,2,,2,,2,,3,,2,,1,,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,,,3,,3,,4,,3,,1,,2,,5,,4,,3,,3,,30/01/2013
